time,omega_true,omega_sensor,current_true,current_sensor,voltage,temp_sensor,omega_kalman,innovation,attack_active,fault_active,RUL,run_id,scenario_id
0.62,11.990492620498289,11.99961054129798,5.400475368975085,5.397384435181165,12.0,170.90834344368835,11.98820619612926,0.01198748882948486,0,0,7.36,0,0
0.64,11.99239409639863,11.934760797661456,5.400380295180068,5.394221820439095,12.0,175.0374976638498,11.98785030687799,-0.055804159241953144,0,0,7.340000000000001,0,0
0.66,11.993915277118905,11.994356913052076,5.400304236144055,5.4252914158416905,12.0,180.36242681513787,11.99047855912027,0.004076667549684387,0,0,7.32,0,0
0.68,11.995132221695124,11.874463334663472,5.400243388915244,5.423779541547905,12.0,186.30533608014895,11.986646533575767,-0.11791951263274392,0,0,7.300000000000001,0,0
0.7000000000000001,11.9961057773561,12.049543700129236,5.400194711132195,5.4110277120007195,12.0,191.0009058346043,11.992247004360735,0.06022647326862263,0,0,7.28,0,0
0.72,11.99688462188488,11.979916940171016,5.400155768905756,5.415950739433573,12.0,197.00879464997087,11.9931223646412,-0.013880663317571873,0,0,7.260000000000001,0,0
0.74,11.997507697507903,11.917434804040631,5.4001246151246045,5.3914006458457635,12.0,201.291532420808,11.990749080233298,-0.07706308767232883,0,0,7.24,0,0
0.76,11.998006158006323,11.943736798759538,5.400099692099684,5.39689148456629,12.0,208.66546295594952,11.990222300379203,-0.04886246542710104,0,0,7.220000000000001,0,0
0.78,11.998404926405058,12.1907215003836,5.400079753679747,5.393782258644035,12.0,213.44044701370632,12.001836196437099,0.1985436600802366,0,0,7.2,0,0
0.8,11.998723941124046,12.14403969884254,5.400063802943798,5.445616052990898,12.0,218.92953812363626,12.00840445433132,0.142570741692861,0,0,7.180000000000001,0,0
0.8200000000000001,11.998979152899237,11.991380182497647,5.400051042355038,5.402431995538003,12.0,223.61044503641193,12.005977169260493,-0.01534338096741017,0,0,7.16,0,0
0.84,11.99918332231939,12.009732973900297,5.400040833884031,5.397848275219373,12.0,228.99732891986616,12.00502259338626,0.0049512384919019325,0,0,7.140000000000001,0,0
0.86,11.999346657855511,12.020343248694052,5.400032667107224,5.404037853528803,12.0,234.85706355565486,12.00481222922193,0.016325173985043406,0,0,7.12,0,0
0.88,11.99947732628441,12.11122249837329,5.400026133685779,5.405964489950816,12.0,240.3246948724651,12.009073037122858,0.10737271499574597,0,0,7.1000000000000005,0,0
0.9,11.999581861027528,12.03835829626606,5.400020906948623,5.3814094608135905,12.0,246.0083691708457,12.008771313995899,0.031099866567771528,0,0,7.08,0,0
0.92,11.999665488822021,11.975004194286488,5.400016725558899,5.410354895019149,12.0,250.42234145272636,12.005459753565487,-0.03201285691023337,0,0,7.0600000000000005,0,0
0.9400000000000001,11.999732391057616,11.981555375047735,5.4000133804471195,5.4228505297222425,12.0,255.50937133508899,12.003258069351222,-0.022812427804655755,0,0,7.04,0,0
0.96,11.999785912846093,12.11919404959534,5.400010704357696,5.349188984516487,12.0,261.19908422407394,12.008277976290348,0.11658759411436037,0,0,7.0200000000000005,0,0
0.98,11.999828730276874,11.9101459457716,5.400008563486156,5.417275704692652,12.0,267.264001658207,12.001929187778371,-0.09647643526067995,0,0,7.0,0,0
1.0,11.9998629842215,11.916437529481367,5.400006850788925,5.424811043699819,12.0,272.05993789625273,11.997403291951587,-0.08510582074133133,0,0,6.98,0,0
1.02,11.9998903873772,11.952345767337658,5.40000548063114,5.43045102220824,12.0,276.82955217958454,11.995705501050992,-0.045576866223612456,0,0,6.960000000000001,0,0
1.04,11.99991230990176,12.071036767300244,5.400004384504912,5.4045324214317425,12.0,282.24850964229904,12.000187184030496,0.07447236645944955,0,0,6.94,0,0
1.06,11.999929847921408,12.005095468885663,5.400003507603929,5.421249387890348,12.0,288.0850874146398,12.000390336830277,0.004945721661265168,0,0,6.92,0,0
1.08,11.999943878337126,12.161078116308497,5.400002806083144,5.3849514393493845,12.0,292.89912414446184,12.008132885823196,0.1607658468442743,0,0,6.9,0,0
1.1,11.9999551026697,11.823368083100826,5.400002244866515,5.407245132754814,12.0,297.53164669660595,11.997597365429238,-0.18313822555773207,0,0,6.880000000000001,0,0
1.12,11.99996408213576,12.01644216746743,5.400001795893212,5.398226816303601,12.0,302.5931908991109,11.998971240982264,0.018364275124039153,0,0,6.86,0,0
1.1400000000000001,11.999971265708608,12.069907323028492,5.40000143671457,5.403869776569693,12.0,307.9363824302846,12.002617740859044,0.07073033024267872,0,0,6.84,0,0
1.16,11.999977012566886,11.963639530128175,5.400001149371656,5.433345983778471,12.0,313.6350031300579,12.000223526939559,-0.0384546625590616,0,0,6.82,0,0
1.18,11.999981610053508,11.938235815896135,5.400000919497325,5.403073355607105,12.0,319.4741239463884,11.997165541723488,-0.061943005655512806,0,0,6.800000000000001,0,0
1.2,11.999985288042806,12.083279724908053,5.400000735597859,5.397217496961411,12.0,323.66024215908857,12.00189396744048,0.08554729152926122,0,0,6.78,0,0
1.22,11.999988230434244,12.041351314491596,5.400000588478288,5.397122484406768,12.0,328.90627061243987,12.00345304308625,0.03983614053920981,0,0,6.760000000000001,0,0
1.24,11.999990584347396,12.096469335686862,5.40000047078263,5.398354144009464,12.0,335.1686710774968,12.007320900953005,0.09370690121786218,0,0,6.74,0,0
1.26,11.999992467477917,12.018008657895999,5.400000376626104,5.368867702589337,12.0,339.8017912180575,12.00644786396978,0.01215193713359497,0,0,6.720000000000001,0,0
1.28,11.999993973982333,12.064283216888136,5.400000301300883,5.3993669933551836,12.0,345.2030164973494,12.008034482670007,0.059124925712309206,0,0,6.7,0,0
1.3,11.999995179185866,11.972627064252213,5.400000241040707,5.392739598671005,12.0,349.94801105041176,12.0047833257438,-0.03380052188379423,0,0,6.680000000000001,0,0
1.32,11.999996143348692,11.947160975178301,5.400000192832565,5.37405092211484,12.0,354.70361018856033,12.001070101319169,-0.05666568541673911,0,0,6.66,0,0
1.34,11.999996914678954,12.081367797947603,5.400000154266053,5.4071873160170565,12.0,359.98201899772397,12.004772654522744,0.08051171689226777,0,0,6.640000000000001,0,0
1.36,11.999997531743164,11.926588786603748,5.400000123412842,5.387849052619853,12.0,364.681238142855,12.000061224822197,-0.07722933701444923,0,0,6.62,0,0
1.3800000000000001,11.99999802539453,11.803104488293329,5.400000098730273,5.398776534453696,12.0,370.8710241388471,11.99046841692869,-0.19694449156443028,0,0,6.6000000000000005,0,0
1.4000000000000001,11.999998420315624,11.990478640873675,5.400000078984219,5.387581855453654,12.0,374.6297612752894,11.992282496207483,-0.0018960926692770386,0,0,6.58,0,0
1.42,11.999998736252499,11.965089111090261,5.400000063187375,5.4103500752208245,12.0,381.13977744027136,11.992428062241686,-0.02873688587572687,0,0,6.5600000000000005,0,0
1.44,11.999998989001998,11.966738721005722,5.4000000505499,5.394803616327322,12.0,385.42373747825036,11.99261909703804,-0.027203728787627668,0,0,6.540000000000001,0,0
1.46,11.9999991912016,12.11577435472232,5.40000004043992,5.415003176736573,12.0,390.0459302039034,12.000014478751366,0.12167907709188697,0,0,6.5200000000000005,0,0
1.48,11.999999352961279,11.926001525037035,5.400000032351936,5.393479310079839,12.0,394.60428753505624,11.99641128927327,-0.07401005796405791,0,0,6.5,0,0
1.5,11.999999482369024,12.04770801046379,5.400000025881549,5.391904976467583,12.0,400.8467285059534,11.999589496739485,0.05057897904517361,0,0,6.48,0,0
1.52,11.99999958589522,11.941630723219962,5.400000020705239,5.420548291462846,12.0,405.5946413870233,11.99684814067522,-0.05804087417162762,0,0,6.460000000000001,0,0
1.54,11.999999668716175,11.739774263287302,5.400000016564191,5.415396706416418,12.0,410.09539971186103,11.984942230070718,-0.2577042492528747,0,0,6.44,0,0
1.56,11.99999973497294,12.256934315858686,5.400000013251353,5.395672191461352,12.0,416.295678724384,12.001038612635197,0.2689805318021108,0,0,6.42,0,0
1.58,11.999999787978352,12.187603409521822,5.400000010601082,5.406067776460825,12.0,419.827607022368,12.009916627218393,0.18677251941366357,0,0,6.4,0,0
1.6,11.99999983038268,11.840486660191782,5.400000008480866,5.396084563893334,12.0,425.27105210703854,11.999787691434445,-0.16744664158293254,0,0,6.380000000000001,0,0
1.62,11.999999864306144,11.917060116229024,5.400000006784693,5.387597125689169,12.0,430.7643952245161,11.995803721430475,-0.08277003691853224,0,0,6.36,0,0
1.6400000000000001,11.999999891444915,12.035392469625798,5.400000005427755,5.472004246086839,12.0,435.2609949736427,11.998527985190245,0.03874949248141668,0,0,6.34,0,0
1.6600000000000001,11.999999913155932,12.01937750150273,5.400000004342203,5.41579971593311,12.0,440.0572850582133,11.9998223123207,0.020555113350532395,0,0,6.32,0,0
1.68,11.999999930524746,12.169038063834158,5.400000003473763,5.377475767071321,12.0,445.05724222575736,12.008087791570038,0.1691802139775973,0,0,6.300000000000001,0,0
1.7,11.999999944419796,11.744340135307844,5.40000000277901,5.371583102936614,12.0,450.71331646542103,11.993718650924144,-0.2621300979481873,0,0,6.28,0,0
1.72,11.999999955535838,11.99283918441683,5.400000002223208,5.407653044210956,12.0,455.00347563443984,11.994871025697242,-0.0021357363224865367,0,0,6.260000000000001,0,0
1.74,11.999999964428671,12.013583010446634,5.400000001778566,5.421060422984226,12.0,459.6865398439998,11.99675718305821,0.017686189888840076,0,0,6.24,0,0
1.76,11.999999971542938,11.89519838676916,5.400000001422853,5.4011687110425495,12.0,465.36994006645676,11.992433766608873,-0.1022073596774078,0,0,6.220000000000001,0,0
1.78,11.99999997723435,11.94165626714737,5.400000001138283,5.403649793159048,12.0,469.4624009771824,11.991403277333784,-0.05229074613972884,0,0,6.2,0,0
1.8,11.999999981787479,12.042599717735285,5.400000000910626,5.391998106630386,12.0,474.62471165981793,11.9955294849722,0.04947709586825688,0,0,6.180000000000001,0,0
1.82,11.999999985429984,11.972689174347186,5.400000000728501,5.415671923502288,12.0,478.96686437019457,11.995269003548584,-0.02373441363057438,0,0,6.16,0,0
1.84,11.999999988343987,11.944541755753532,5.400000000582801,5.4256118604977654,12.0,483.88915290422125,11.993701496019092,-0.05167344708533683,0,0,6.140000000000001,0,0
1.86,11.999999990675189,12.055216761076098,5.400000000466241,5.3981184627885375,12.0,488.59469569633166,11.997892389359132,0.06025556426082268,0,0,6.12,0,0
1.8800000000000001,11.99999999254015,11.94968074475881,5.400000000372993,5.375505932284801,12.0,494.3783373713581,11.995948102164176,-0.04863316672849649,0,0,6.1000000000000005,0,0
1.9000000000000001,11.99999999403212,12.068022179933926,5.400000000298394,5.389416502141903,12.0,498.3028402548346,12.000225176025578,0.0712636982025856,0,0,6.08,0,0
1.92,11.999999995225696,12.107842282197833,5.400000000238715,5.413518555205275,12.0,504.04606324431563,12.00541747400176,0.10766214137736974,0,0,6.0600000000000005,0,0
1.94,11.999999996180557,12.00394164761463,5.400000000190972,5.430252494416444,12.0,508.37155845446694,12.004314893836662,-0.0003923315867790933,0,0,6.040000000000001,0,0
1.96,11.999999996944446,11.820106536857004,5.400000000152778,5.3929678231365425,12.0,513.7490545223428,11.994532894690726,-0.18334537821232644,0,0,6.0200000000000005,0,0
1.98,11.999999997555557,12.172897429481065,5.400000000122223,5.448187807381914,12.0,518.0600397506955,12.004249847424328,0.1772711137284837,0,0,6.0,0,0
2.0,11.999999998044446,11.957407106715126,5.400000000097778,5.394027140080883,12.0,522.5987813196534,12.001162513312016,-0.04599277122433776,0,0,5.98,0,0
2.02,11.999999998435557,11.903755884852083,5.400000000078222,5.384817535046981,12.0,527.7223481842237,11.996202877537714,-0.0971741257975296,0,0,5.960000000000001,0,0
2.04,11.999999998748446,11.997407041590982,5.400000000062578,5.406586527684884,12.0,531.2750480317153,11.996983936833539,0.000444739560810703,0,0,5.94,0,0
2.06,11.999999998998756,11.729774871574756,5.4000000000500625,5.411224658926407,12.0,536.669031452104,11.98455915177499,-0.26781227789207485,0,0,5.92,0,0
2.08,11.999999999199005,11.955243077027635,5.40000000004005,5.409810060131743,12.0,541.8837379465706,11.986070984351086,-0.032404244392356674,0,0,5.9,0,0
2.1,11.999999999359204,12.010422560011488,5.40000000003204,5.442120121443988,12.0,547.048669196322,11.989905876181966,0.021565772530617977,0,0,5.880000000000001,0,0
2.12,11.999999999487363,11.985022048960545,5.400000000025631,5.3867987589350825,12.0,551.3136368629406,11.991588914495317,-0.006902651985029706,0,0,5.86,0,0
2.14,11.99999999958989,11.991099968586363,5.400000000020506,5.393084080925758,12.0,556.1187837230237,11.993165513187328,-0.00217116300989062,0,0,5.84,0,0
2.16,11.999999999671912,11.983170872003388,5.400000000016404,5.390696578006102,12.0,560.4751455161029,11.993979717076941,-0.011361538546475813,0,0,5.82,0,0
2.18,11.999999999737529,12.022784279966814,5.400000000013123,5.402580860232387,12.0,565.6140038242743,11.99652642805839,0.027600506305260453,0,0,5.800000000000001,0,0
2.2,11.999999999790024,11.983803989867447,5.400000000010499,5.44929654300378,12.0,568.7875755967875,11.996568451561105,-0.013417152579265235,0,0,5.78,0,0
2.22,11.999999999832019,11.959217442630957,5.400000000008399,5.370625793083519,12.0,574.2855937488074,11.995404397617095,-0.038037318617927696,0,0,5.76,0,0
2.24,11.999999999865615,12.04973296947244,5.400000000006719,5.3805036311517505,12.0,579.9603457811739,11.998921674588821,0.05340945137876396,0,0,5.74,0,0
2.2600000000000002,11.999999999892491,12.181518748312344,5.400000000005376,5.4117210105348095,12.0,583.5368736165458,12.008009466780074,0.1823814086412856,0,0,5.720000000000001,0,0
2.2800000000000002,11.999999999913992,11.909794106704396,5.4000000000043,5.392489321833684,12.0,588.2896555258986,12.001707714137057,-0.09661346671966342,0,0,5.7,0,0
2.3000000000000003,11.999999999931195,12.080208783509178,5.40000000000344,5.395423874098117,12.0,592.6126451229065,12.005201549500068,0.07884261219953181,0,0,5.68,0,0
2.32,11.999999999944956,12.01371145566345,5.400000000002752,5.399904277665905,12.0,597.6033642039617,12.004625819468497,0.009550216063395567,0,0,5.66,0,0
2.34,11.999999999955964,11.863378536810515,5.400000000002202,5.395295815622758,12.0,601.5882489493847,11.996874544935793,-0.14032211876428313,0,0,5.640000000000001,0,0
2.36,11.999999999964771,12.405514668863201,5.400000000001762,5.443221315886874,12.0,606.9834551528055,12.017347937710175,0.408015032914566,0,0,5.620000000000001,0,0
2.38,11.999999999971816,11.979208606761828,5.400000000001409,5.414893588023057,12.0,610.438508116574,12.012191805620485,-0.03466974340631346,0,0,5.6000000000000005,0,0
2.4,11.999999999977453,12.088980278864103,5.4000000000011275,5.386906840156816,12.0,615.7858735106236,12.01360751356073,0.07922683436771294,0,0,5.58,0,0
2.42,11.999999999981963,12.051445908873086,5.400000000000902,5.404199602422033,12.0,619.9981776089718,12.01285908789346,0.040559898024500995,0,0,5.5600000000000005,0,0
2.44,11.99999999998557,11.922386235652823,5.400000000000722,5.4038990709367365,12.0,624.9441578547595,12.006011236050396,-0.08790103466194665,0,0,5.540000000000001,0,0
2.46,11.999999999988457,12.031667349383628,5.400000000000577,5.372490213794486,12.0,630.0838283018221,12.006115540809926,0.0268583605433097,0,0,5.5200000000000005,0,0
2.48,11.999999999990766,12.012221615430459,5.400000000000461,5.424778602924369,12.0,634.1393230650788,12.005248968117955,0.007329182782516597,0,0,5.5,0,0
2.5,11.999999999992614,11.937113452719183,5.400000000000369,5.3947253415950485,12.0,638.4501965615386,12.00093572206671,-0.06708572177518235,0,0,5.48,0,0
2.52,11.999999999994092,11.989196618022874,5.400000000000295,5.3759499070556735,12.0,643.349865768668,12.000186620955242,-0.011551959630496711,0,0,5.460000000000001,0,0
2.54,11.999999999995273,12.106986207053847,5.400000000000237,5.424698648263672,12.0,647.4645207980147,12.005346485749001,0.10683691028965292,0,0,5.44,0,0
2.56,11.999999999996218,12.090789817983255,5.400000000000189,5.371420854373581,12.0,652.809004725677,12.00848568249202,0.08651262938405324,0,0,5.42,0,0
2.58,11.999999999996975,11.889681731092566,5.400000000000151,5.387566336190431,12.0,657.2406363152622,12.001091767166903,-0.11710681490105124,0,0,5.4,0,0
2.6,11.99999999999758,12.081652128390365,5.400000000000121,5.3822438514224,12.0,660.8851424824933,12.004802975575807,0.08077871465684083,0,0,5.380000000000001,0,0
2.62,11.999999999998064,12.044176173873554,5.400000000000097,5.409304115366202,12.0,666.1161865062578,12.005804458419217,0.040333793412907326,0,0,5.36,0,0
2.64,11.999999999998451,12.019620149510233,5.400000000000078,5.376971435821906,12.0,669.8370726370499,12.005372117671719,0.014976582774858471,0,0,5.34,0,0
2.66,11.99999999999876,12.131356355108595,5.400000000000062,5.4037805375574735,12.0,674.5336953323482,12.010478590528274,0.12705866097121898,0,0,5.32,0,0
2.68,11.999999999999009,12.038206670779637,5.400000000000049,5.392794200423634,12.0,679.0122639667088,12.009833681098067,0.02982379835701643,0,0,5.300000000000001,0,0
2.7,11.999999999999208,11.988387570186202,5.400000000000039,5.4205036420007655,12.0,684.388609028792,12.006919351099235,-0.019479374692252804,0,0,5.28,0,0
2.72,11.999999999999366,12.05255542995477,5.400000000000031,5.411981860239113,12.0,688.754954959469,12.007822813606799,0.04701994907538065,0,0,5.26,0,0
2.74,11.999999999999492,11.909805323565157,5.400000000000025,5.368267992448052,12.0,693.2187602827653,12.001566201199031,-0.0964529273202821,0,0,5.24,0,0
2.7600000000000002,11.999999999999593,12.015643409416723,5.40000000000002,5.431968916620908,12.0,697.4334767534505,12.001952998802018,0.014390448457497484,0,0,5.220000000000001,0,0
2.7800000000000002,11.999999999999675,12.043069565002726,5.400000000000016,5.375712850979482,12.0,700.8977003401992,12.00358155688827,0.041507165961110815,0,0,5.2,0,0
2.8000000000000003,11.99999999999974,11.75550022489951,5.400000000000013,5.408954216497463,12.0,704.9152791059136,11.990831925220267,-0.247365020611106,0,0,5.18,0,0
2.82,11.999999999999792,11.831588354069488,5.40000000000001,5.414774563927316,12.0,710.2674074566291,11.984829778405604,-0.16107718610672528,0,0,5.16,0,0
2.84,11.999999999999833,12.136015839101663,5.400000000000008,5.38019560808187,12.0,714.9863832473911,11.995070826610174,0.14815201637717834,0,0,5.140000000000001,0,0
2.86,11.999999999999867,12.00680801421836,5.400000000000007,5.405925873696622,12.0,719.9217122880137,11.99657967166788,0.010751352930219227,0,0,5.120000000000001,0,0
2.88,11.999999999999893,12.089747059132566,5.400000000000006,5.372691124744958,12.0,723.8938255534957,12.001762681566454,0.09248332179826235,0,0,5.1000000000000005,0,0
2.9,11.999999999999915,11.952383002832299,5.400000000000004,5.369793015572135,12.0,727.7777293418214,11.999025170586117,-0.04902714242086503,0,0,5.08,0,0
2.92,11.999999999999932,11.981348284481241,5.400000000000003,5.427818422000054,12.0,731.5600751432585,11.998350742248896,-0.017871851987653287,0,0,5.0600000000000005,0,0
2.94,11.999999999999947,12.151655340157928,5.400000000000003,5.378142770329303,12.0,736.3917382437927,12.006122204236693,0.1529747463588116,0,0,5.040000000000001,0,0
2.96,11.999999999999957,12.09928060805584,5.400000000000002,5.405760965446137,12.0,741.9493368109418,12.009489111822454,0.09438284466648561,0,0,5.0200000000000005,0,0
2.98,11.999999999999966,11.92659840706242,5.400000000000002,5.399606064664613,12.0,746.4370104769877,12.00365130921057,-0.08099288239554525,0,0,5.0,0,0
3.0,11.999999999999973,12.044648432090693,5.400000000000001,5.424019354952339,12.0,749.8545952829998,12.004950917978299,0.04172738472223614,0,0,4.98,0,0
3.02,11.999999999999979,11.979968656121645,5.400000000000001,5.419383742475334,12.0,753.8298694031388,12.002793615598293,-0.02399207826099392,0,0,4.960000000000001,0,0
3.04,11.999999999999982,12.07444828331928,5.400000000000001,5.401040383378696,12.0,757.9787031458819,12.005747785526694,0.07221339084064482,0,0,4.94,0,0
3.06,11.999999999999986,12.004236769019299,5.4,5.369741335518053,12.0,761.829618896888,12.004580644865095,-0.00036145940205756233,0,0,4.92,0,0
3.08,11.99999999999999,11.956688216902124,5.4,5.4165193945193675,12.0,767.0828107811508,12.001379306566989,-0.04697629898995359,0,0,4.9,0,0
3.1,11.999999999999991,12.114026671316386,5.4,5.4248340785019415,12.0,770.5703158695119,12.006596709192351,0.1129232260627937,0,0,4.880000000000001,0,0
3.12,11.999999999999993,12.04450197821959,5.4,5.4214008647785,12.0,775.1324087822874,12.007185488011546,0.03922461086570728,0,0,4.86,0,0
3.14,11.999999999999995,12.094988865388316,5.4,5.3975287246141725,12.0,779.2117468103668,12.010089583095388,0.0892404749790785,0,0,4.84,0,0
3.16,11.999999999999996,12.037287432855646,5.4,5.4111253177000895,12.0,783.6867977176903,12.009492896824492,0.029215766379333985,0,0,4.82,0,0
3.18,11.999999999999996,11.933576054113901,5.4,5.412017798691432,12.0,787.6404206962964,12.003993624572727,-0.0740182633456925,0,0,4.800000000000001,0,0
3.2,11.999999999999996,12.030565360679299,5.4,5.41444417487567,12.0,792.4893315415213,12.004526363270735,0.027370461021115844,0,0,4.78,0,0
3.22,11.999999999999996,11.976006531245472,5.4,5.392525423880609,12.0,796.4338926893496,12.002277752594226,-0.027614559371116343,0,0,4.76,0,0
3.24,11.999999999999996,11.939486764967706,5.4,5.342869323143424,12.0,800.8964746870615,11.998789832024425,-0.062335437107677194,0,0,4.74,0,0
3.2600000000000002,11.999999999999996,11.886019128962035,5.4,5.3891065254725445,12.0,804.3334557657378,11.993534247347851,-0.113012736657506,0,0,4.720000000000001,0,0
3.2800000000000002,11.999999999999996,11.898317399324709,5.4,5.377767881664561,12.0,809.2336226138567,11.990132571904313,-0.09650999855357334,0,0,4.7,0,0
3.3000000000000003,11.999999999999996,11.95437721579245,5.4,5.41227813810984,12.0,813.4384056900126,11.99027070006017,-0.037728841731000884,0,0,4.68,0,0
3.3200000000000003,11.999999999999996,11.786252923208982,5.4,5.414967072299747,12.0,817.7254337885602,11.982197251723427,-0.20596363683915442,0,0,4.66,0,0
3.34,11.999999999999996,12.242289396081269,5.4,5.397764134791373,12.0,821.1916455569309,11.998237038887844,0.2565315947025262,0,0,4.640000000000001,0,0
3.36,11.999999999999996,11.943733438208415,5.4,5.423101573651233,12.0,826.5294253617495,11.995921096418238,-0.05485619290186072,0,0,4.620000000000001,0,0
3.38,11.999999999999996,12.153250553016486,5.4,5.398899513067011,12.0,830.443666821892,12.004350642359173,0.1565136758818948,0,0,4.6000000000000005,0,0
3.4,11.999999999999996,12.003703494565256,5.4,5.387278237135411,12.0,834.5746833845523,12.003491361006747,0.00022298067791659548,0,0,4.58,0,0
3.42,11.999999999999996,12.04243823233815,5.4,5.379834091483077,12.0,838.6568815823065,12.00472166669773,0.03964514353275028,0,0,4.5600000000000005,0,0
3.44,11.999999999999996,12.042549172371803,5.4,5.428347573279223,12.0,842.4806292216795,12.005663428473591,0.03877183901361825,0,0,4.540000000000001,0,0
3.46,11.999999999999996,12.186003313625765,5.4,5.391707663143349,12.0,846.1371373892075,12.01335865855904,0.18147257084689095,0,0,4.5200000000000005,0,0
